rutaImagen,etiqueta,estado,m00,m10,m01,m20,m02,m11,m30,m03,m21,m12,mu20,mu02,mu11,mu30,mu03,mu21,mu12,nu20,nu02,nu11,nu30,nu03,nu21,nu12
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000222.jpg,pliers,exito,2304945.0,300427230.0,291457860.0,44711922360.0,39340333590.0,36877539510.0,7226705233110.0,5616902121720.0,5485389614100.0,4787660790780.0,5554146133.0302,2485795127.789576,-1111166312.2768025,-48918462081.34438,13706168447.591375,121273779232.58203,-58958602202.947266,0.0010454329123959897,0.00046789046917766573,-0.00020915003065756269,-6.064868348631389e-06,1.6992788338394685e-06,1.5035417588630456e-05,-7.309636181644588e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000223.jpg,pliers,exito,1355580.0,170002380.0,139349850.0,24861820170.0,16648317600.0,18137330175.0,3928991945250.0,2222709276840.0,2723534934015.0,2311218809625.0,3541935540.7900677,2323540976.6930013,661558805.8126409,-77295801333.60393,33601490169.78762,1877743430.3876953,87351641543.27148,0.0019274820746232786,0.0012644452533513435,0.00036001297167271803,-3.612792528991921e-05,1.570527901308247e-05,8.776540665371256e-07,4.0828007798337344e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000224.jpg,pliers,exito,5794875.0,723782310.0,636107445.0,112315355880.0,89396189715.0,78759788580.0,19104206671680.0,14091185559825.0,12208280028780.0,10699328169930.0,21914642789.73729,19570234610.80395,-690297220.0039645,-398324321596.00476,-18372576459.576366,51782394209.72656,-314744488290.6328,0.0006525987706819187,0.0005827843589103968,-2.0556443538778467e-05,-4.9275001290458564e-06,-2.2727929972422615e-07,6.405778917249283e-07,-3.893569693295176e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000225.jpg,pliers,exito,927435.0,91529190.0,102587010.0,11547063510.0,11445656130.0,10101451170.0,1685825775360.0,1287648182580.0,1271726276850.0,1127732623890.0,2513985588.575749,98128140.71762462,-22930516.934286885,50024345462.61639,-106738218.79669802,-1011000143.484375,3225905621.4970703,0.0029227779399186205,0.00011408449049112821,-2.6659185856524117e-05,6.039106815189269e-05,-1.28857958782893e-07,-1.2205132921202413e-06,3.894421494929721e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000226.jpg,pliers,exito,8668725.0,945552495.0,1034184630.0,138838954185.0,147230647440.0,107590262745.0,23120532937335.0,23065101165090.0,15581436478575.0,14569384437915.0,35701581526.307396,23851736593.452564,-5214775733.801889,188099562402.79587,-190668445194.2397,155474292500.6328,-245738224502.78906,0.00047509121868479555,0.0003174019223092987,-6.93945212683155e-05,8.501581457418028e-07,-8.617687874822933e-07,7.027009235662741e-07,-1.1106690021628074e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000227.jpg,pliers,exito,4731270.0,396871035.0,737382225.0,47373251025.0,123532996875.0,59849109960.0,6661642786035.0,21818869708935.0,6994760342070.0,9762948723120.0,14082693009.504957,8609827039.849903,-2004398046.5929217,325268606132.8683,-117841350806.86775,-52230886858.26172,25467382239.359375,0.0006291152992136504,0.0003846262863712994,-8.954235358070122e-05,6.680328465844437e-06,-2.420211835405688e-06,-1.0727118255397096e-06,5.230461080976171e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000228.jpg,pliers,exito,1883685.0,209611530.0,221342550.0,28602858870.0,28150565370.0,23091814680.0,4401561211290.0,3779025894960.0,3081852495810.0,2736842325000.0,5277837165.765534,2141692102.706103,-1538604184.9384053,44102264104.708786,-32127830632.737267,63295059169.99219,-34091206933.86328,0.0014874399035639963,0.0006035878324129523,-0.00043362104373221807,9.056078679863351e-06,-6.5972159917369816e-06,1.2997179340478682e-05,-7.0003810133549496e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000229.jpg,pliers,exito,2138940.0,238623135.0,279638100.0,27731229345.0,42962822280.0,31226007405.0,3342660692775.0,7175869984530.0,3672389255205.0,4798416709905.0,1110098992.0082238,6403841209.18455,29190249.09870985,1237610792.998581,-115385483081.53123,40384981030.51367,-2208250353.0859375,0.00024264117692988314,0.0013997270325033448,6.38029261099892e-06,1.849641591696313e-07,-1.7244661228953596e-05,6.0356406890183255e-06,-3.3002877165038603e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000230.jpg,pliers,exito,2344725.0,207487890.0,291952560.0,23142072120.0,38975487240.0,25562108820.0,3017533673430.0,5461910606910.0,2824453852080.0,3314483794830.0,4781187795.973898,2623122979.5628037,-273168517.21370375,123472813684.24042,-44342030444.791084,-8726533950.953125,-66482891380.80664,0.0008696649643515455,0.00047712791253089263,-4.9687462388460664e-05,1.4667009047751489e-05,-5.267272546267671e-06,-1.0366018931216472e-06,-7.897326871457121e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000231.jpg,pliers,exito,1522860.0,171550740.0,171753465.0,24494269800.0,20020363905.0,18080538615.0,3834272079480.0,2401658189805.0,2494993204125.0,1965818793285.0,5169015742.143337,649408768.279473,-1267552488.787674,-89599491920.08195,-2793488977.9763427,18024490051.40039,-3564589911.5683594,0.0022288862026253672,0.00028002589190836193,-0.000546570255208936,-3.1308019688177655e-05,-9.761060698781542e-07,6.2981505509198825e-06,-1.245545580003994e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000232.jpg,pliers,exito,2764200.0,322099935.0,313442685.0,47753627895.0,45831529185.0,36218832180.0,7840689784125.0,7500479649165.0,5850485709570.0,5265966714810.0,10220754685.028135,10289123867.002304,-305250181.88607085,-105786332071.6226,-29966334390.3988,506667165900.50586,-5350736251.75,0.0013376547601395572,0.001346602667073334,-3.995002046487767e-05,-8.327332436190057e-06,-2.3589023598429974e-06,3.988403645661117e-05,-4.2120147919041407e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000233.jpg,pliers,exito,2210085.0,249298965.0,250068810.0,35272754385.0,28694070840.0,28093730460.0,5549390723565.0,3336859786260.0,3971476805220.0,3213359019600.0,7151675806.542054,399046108.0027683,-114187114.11215131,-42824921558.450226,-147668087.35213506,6162233269.0390625,2490256379.5976562,0.0014641644743904583,8.169681495447071e-05,-2.3377557993225037e-05,-5.897583977524179e-06,-2.0335937913416895e-08,8.486247463092001e-07,3.42942744312968e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000234.jpg,pliers,exito,3863250.0,490650600.0,547937625.0,70178009400.0,88650057165.0,72056705070.0,11021974603590.0,15503760963255.0,10636466251290.0,11935613785350.0,7863116167.524745,10934237352.499994,2466094969.999992,111738985950.16946,-171450806973.3322,56474340013.58203,-22902018652.859375,0.0005268525244172546,0.000732626916480556,0.0001652358088976562,3.809102791368297e-06,-5.8446364254254835e-06,1.9251702022994006e-06,-7.80713574915373e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000235.jpg,pliers,exito,1706970.0,188954235.0,185178960.0,24144155055.0,22769411040.0,20472929490.0,3418253299755.0,3059255056770.0,2599921208730.0,2465356950870.0,3227734189.7034664,2680453866.3639092,-25584675.389900856,31006636171.905678,7565117988.291331,-13669456385.144531,-49567832402.393555,0.001107760781552417,0.0009199337663524495,-8.780679678051563e-06,8.144978311273031e-06,1.9872430403361396e-06,-3.5907611895280295e-06,-1.3020726196030273e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000236.jpg,pliers,exito,3530985.0,381724545.0,425611830.0,51558113145.0,54171091770.0,45852061275.0,7871565281025.0,7189897408050.0,6220342441095.0,5819895895035.0,10290979963.902647,2869421036.210729,-159598970.89947593,72711258710.16263,-31423718449.242714,40226355104.16016,2091249046.640625,0.0008254009936704319,0.0002301455238329897,-1.2800836230493313e-05,3.1035731158905842e-06,-1.3412751960344452e-06,1.7170027925000035e-06,8.926188921659422e-08
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000237.jpg,pliers,exito,3056940.0,343607400.0,339472065.0,49412768310.0,48175707465.0,38760019890.0,8030607798510.0,7685585909175.0,5623055180940.0,6040951953810.0,10790471066.756758,10477459244.438187,602544235.4954958,50744189198.555534,8655270266.480787,330557018.8730469,492062064913.18164,0.0011546931119995913,0.0011211975775628053,6.44785268499708e-05,3.105768142687269e-06,5.297407069566414e-07,2.0231547193324887e-08,3.0116368190503603e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000238.jpg,pliers,exito,3143130.0,353763540.0,412776915.0,47802559590.0,67272741615.0,46843397490.0,7194156054930.0,12344588383875.0,6483460893180.0,7623070481730.0,7985993863.055333,13064108323.689362,384796451.9649559,16244348941.127184,78548032509.18138,119089395113.74414,-49635834559.109375,0.0008083590120854569,0.0013223763853826237,3.8949902178534335e-05,9.274626953411584e-07,4.484659262660191e-06,6.799347377912038e-06,-2.8339322845465195e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000239.jpg,pliers,exito,1942845.0,200259660.0,208085865.0,25668651900.0,25250829045.0,18962955915.0,3813056576220.0,3330860050635.0,2245665046725.0,2016859560135.0,5026793479.32537,2964065452.022573,-2485592258.2747087,130970044215.54994,-8521552528.101491,8864935077.418945,-53449295727.93848,0.0013317255591847655,0.0007852563941188138,-0.0006584966646571786,2.489296274327656e-05,-1.6196580742370935e-06,1.6849234489114944e-06,-1.015889805320821e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000240.jpg,pliers,exito,4735860.0,573271110.0,629924970.0,85497909600.0,96207501090.0,76750815705.0,14115722914170.0,15865500279270.0,11251080486045.0,11716420657125.0,16104015869.899855,12420085957.479008,499028961.17381525,-132463401612.53246,-235261100124.23584,-241958985736.51953,-62154416247.859375,0.0007180198968212249,0.0005537667690931851,2.2249898789689538e-05,-2.7139307688585015e-06,-4.820065999892434e-06,-4.957293321765403e-06,-1.273429344423125e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000241.jpg,pliers,exito,2271540.0,305680485.0,232743345.0,43040760735.0,30453060075.0,30612635505.0,6257594451675.0,4536485524815.0,4296385381875.0,3937501048155.0,1905425715.6583977,6606037948.253818,-707569545.3721368,-47213533230.22658,62529615657.11065,76838193092.32617,-15562498091.185547,0.00036927613748380107,0.0012802662195412113,-0.00013712869862570663,-6.071074050851586e-06,8.040532047759766e-06,9.880437414467706e-06,-2.001143991217674e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000242.jpg,pliers,exito,733380.0,81125955.0,82293090.0,10331164605.0,9356684400.0,9114395895.0,1442787737895.0,1077270371970.0,1162658252895.0,1042694263305.0,1357071263.6735046,122518399.08901207,11194940.3094574,-274520933.9325735,-145574356.01383623,914192392.0888672,5152347729.904297,0.0025231584830541476,0.0002277944764336475,2.081438857722955e-05,-5.96008992478981e-07,-3.160546775638374e-07,1.9847917560802955e-06,1.1186198208679674e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000243.jpg,pliers,exito,3483300.0,429924645.0,265874730.0,62665157325.0,33035993070.0,34425965430.0,10282591125585.0,4926802540380.0,5079410072940.0,4219939745580.0,9601912592.02379,12742199238.698391,1610503394.079794,177950916095.869,460034446285.7788,-101272608463.83984,-103366286909.96875,0.0007913634511106733,0.0010501773128670832,0.00013273329784559246,7.858199109009282e-06,2.031482812917312e-05,-4.472133884204638e-06,-4.564589390817812e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000244.jpg,pliers,exito,2860590.0,343997550.0,324132540.0,50974344450.0,42456502950.0,37238986710.0,8415564583770.0,6133946666550.0,5446618027410.0,4673956298430.0,9607243814.815477,5729148283.007668,-1739265900.5722926,-24927158407.12109,24877939218.638,89038883169.625,-37459055812.30859,0.001174052669223391,0.0007001302312812126,-0.0002125468877876443,-1.801083025891811e-06,1.7975267503036664e-06,6.433401613693874e-06,-2.7065607915505255e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000245.jpg,pliers,exito,1611345.0,180421170.0,183130290.0,24954177600.0,23709840330.0,17874332100.0,3877879121520.0,3324244777650.0,2305144781280.0,2016991073580.0,4752545681.218547,2896977091.224876,-2630638085.9249887,19498933821.160217,-28878510761.440235,58189487422.25391,-39836050177.36426,0.001830413576557969,0.0011157528100594353,-0.0010131739893666774,5.916154755529128e-06,-8.76200413524599e-06,1.765522237740924e-05,-1.2086621753777889e-05
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000246.jpg,pliers,exito,1168920.0,131219175.0,122445390.0,16617168075.0,13958766810.0,12795710280.0,2276320156815.0,1732360833480.0,1548044902110.0,1353838005750.0,1886928291.54123,1132505361.6099474,-949612803.1479061,-12710258472.818964,32905980001.27781,20582964216.976562,-14182427440.213867,0.0013809750024092891,0.0008288399731398362,-0.0006949874825629627,-8.603841651677444e-06,2.2274750897451047e-05,1.393304197737e-05,-9.60038383113558e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000247.jpg,pliers,exito,12794880.0,1426629120.0,1426629120.0,212567738880.0,212567738880.0,159069146880.0,35631488901120.0,35631488901120.0,23701302885120.0,23701302885120.0,53498592000.00002,53498592000.00002,2.0273619156796485e-05,-0.0022641292307525865,-0.0022641292307525865,0.0,0.0,0.0003267908725990397,0.0003267908725990397,1.238394030069077e-19,-3.86643460291079e-21,-3.86643460291079e-21,0.0,0.0
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000248.jpg,pliers,exito,3947655.0,446576145.0,483888000.0,64190376585.0,71069926470.0,55375823715.0,10457004879105.0,11570156290110.0,8081062336425.0,8151372831075.0,13671713408.237833,11756841475.490595,636278934.1718808,102297322284.83865,-23529985792.97274,68901463173.1914,-44355840808.23047,0.0008772927974171677,0.0007544184140525175,4.082903945023602e-05,3.3038193174272495e-06,-7.59930170851927e-07,2.225258491094736e-06,-1.4325270733374686e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000249.jpg,pliers,exito,3289755.0,399872640.0,367359120.0,59522560530.0,51313400610.0,43588128435.0,9742966092840.0,8082792143460.0,6876719240925.0,6003471214095.0,10917686239.796139,10291281015.326717,-1064698642.5412766,-146162871927.5322,54340916173.06659,488806541513.4219,4066560398.904297,0.0010087963396330651,0.0009509163746210298,-9.837836239448375e-05,-7.446088241811313e-06,2.7683313253870672e-06,2.4901649736932592e-05,2.0716593189212695e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000250.jpg,pliers,exito,2698410.0,280681050.0,368753715.0,32330631960.0,61578699735.0,39935071620.0,4055809648890.0,11081508343065.0,4785368987970.0,6735280486260.0,3134975321.7936115,11186319656.990643,1578343058.5135128,40685166032.83795,-390939562752.2849,38846918530.84961,-101343241045.0293,0.0004305447037256151,0.0015362834434510205,0.0002167631878251254,3.4014668954932466e-06,-3.268434445535296e-05,3.2477809545611197e-06,-8.472760789975183e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000251.jpg,pliers,exito,1475940.0,170064090.0,139838175.0,19946246880.0,18291520515.0,16179592410.0,2379703163850.0,2813715948195.0,1913811802110.0,2117514545550.0,350738453.1478928,5042529914.209573,66842583.695577525,584530106.2523724,125172235059.90889,8597627998.91211,-2778339616.3046875,0.00016100745175202529,0.0023147872284419915,3.06842719204456e-05,2.208691842798724e-07,4.729728914978075e-05,3.2486796874096887e-06,-1.049816935247344e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000252.jpg,pliers,exito,1738080.0,184316550.0,221607240.0,20191648680.0,32251959870.0,22816210935.0,2278516681680.0,5051964435180.0,2424157090725.0,3224808936525.0,645603271.3292271,3996776667.605636,-684365523.9788711,344354290.0709557,-79385735002.2834,-5153269204.915039,-20869780298.51953,0.00021371066610280753,0.001323032025750969,-0.00022654193137249098,8.646315773907018e-08,-1.993278877495648e-05,-1.2939229769568155e-06,-5.240147017070166e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000253.jpg,pliers,exito,2389860.0,265424145.0,200339985.0,30356271255.0,23062212495.0,22021109205.0,3568908595155.0,3191144256255.0,2486252804745.0,2507282133525.0,877566749.7231096,6267877433.615559,-229177099.61107692,2531421723.157329,206996127335.3683,-7582255236.308594,-15644464642.608398,0.0001536509462237643,0.0010974268325383532,-4.0126039664983166e-05,2.8670373568438424e-07,2.3443965277042128e-05,-8.587509861655126e-07,-1.7718606168172352e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000254.jpg,pliers,exito,3057960.0,386785020.0,383246385.0,58437211680.0,52238014545.0,45523724805.0,9619999764870.0,7543434753105.0,6609333203445.0,5949065298945.0,9514841310.080055,4206715373.144179,-2951062532.6867886,-178373745975.5679,-57857334728.567604,32073669511.671875,81456368342.3086,0.0010175082727691804,0.0004498622261650181,-0.0003155838802363287,-1.0908158309796675e-05,-3.538171848947756e-06,1.9614134507066824e-06,4.981332630311619e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000255.jpg,pliers,exito,4381920.0,506608245.0,414270705.0,72882175515.0,50149629825.0,54480639585.0,11668165340445.0,7131791041275.0,8346002502135.0,7220945045505.0,14311522946.723988,10984100326.242147,6585435013.724686,-67188585703.87091,313705709964.0896,-67072492904.16406,177794653718.35547,0.0007453443476696826,0.0005720521235145943,0.00034296956254744964,-1.6716077974577703e-06,7.804791623300775e-06,-1.6687194849983598e-06,4.423413983020996e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000256.jpg,pliers,exito,3848460.0,365916330.0,512918985.0,53399216970.0,77004863535.0,40657549350.0,8949624904260.0,12387120877335.0,5248371932070.0,5355164874330.0,18607440373.473366,8643522849.783,-8111421245.647361,333924576636.34656,-180012567810.77826,-326135580406.30273,195611922648.47656,0.0012563558955715575,0.000583602079215223,-0.000547675107316825,1.1492934765219716e-05,-6.19562872433324e-06,-1.1224854989660327e-05,6.7325235205627036e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000257.jpg,pliers,exito,6051150.0,823614555.0,597111315.0,128312204835.0,76626272175.0,83066903055.0,21719817268725.0,11303799009585.0,13031597268825.0,10817179005885.0,16211044690.589748,17704922927.166245,1794819238.0082092,-157529054552.025,248374211986.20804,-118489550310.4336,33455778149.726562,0.0004427261408601696,0.00048352418683548094,4.9016791326608644e-05,-1.7489035925343465e-06,2.757475774045917e-06,-1.3154830440962147e-06,3.7142945321090126e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000258.jpg,pliers,exito,2373795.0,262373580.0,231254655.0,35259727710.0,28609725765.0,28318414020.0,5335965432180.0,4237924065045.0,3945482007810.0,3742229791740.0,6259794909.561713,6080941493.751207,2758030025.588139,54957345941.3531,265961736429.88113,-99199436919.68164,42647167345.16406,0.0011108967165151134,0.001079156431852127,0.0004894547734776313,6.330204266591595e-06,3.063452373582892e-05,-1.1426183125774717e-05,4.9122692528582555e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000259.jpg,pliers,exito,2945250.0,320029845.0,356046555.0,41263953885.0,45766089045.0,38735991750.0,5877439336815.0,6159500106645.0,5026832861220.0,4978238283870.0,6489621760.146755,2724191302.0688334,48096389.866236314,-16607707721.281532,-31735339181.545574,28047295709.08789,-6317693098.736328,0.000748126529910101,0.0003140460046753092,5.544573564024944e-06,-1.11558914919923e-06,-2.1317571715043105e-06,1.8840203165031461e-06,-4.243782457641453e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000260.jpg,pliers,exito,5643405.0,621685410.0,614642820.0,85870150440.0,89321763630.0,68844565950.0,13176564893520.0,14512258871520.0,9561462605430.0,10055890273080.0,17384413724.866474,22378881420.13691,1134650826.9038892,-113194113916.03708,-90807584627.26363,-40942883689.95703,-31078004434.503906,0.0005458554009991189,0.0007026773226195979,3.5627044542070766e-05,-1.4961350511978347e-06,-1.2002427120569065e-06,-5.411596174611887e-07,-4.1077128613094306e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000261.jpg,pliers,exito,4654515.0,712617645.0,564061020.0,120816788895.0,85044353850.0,87632556930.0,21954882438705.0,14298058233510.0,14855488644570.0,13278974890170.0,11713282307.236076,16688180482.110886,1273433431.913114,-129128222947.72113,-52848184718.116684,-175719428422.9453,-50167991988.01172,0.0005406668495752322,0.0007703003931555393,5.87797018561488e-05,-2.762708658253433e-06,-1.1306911390922571e-06,-3.7595312259811664e-06,-1.073348201257151e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000262.jpg,pliers,exito,4488510.0,622460355.0,614389605.0,102680469795.0,94245123345.0,86450718375.0,18413644126875.0,15552168378765.0,14365686450735.0,13540187373825.0,16358529207.427288,10147151694.707129,1248018228.0448313,-363097704073.039,-126048479008.1191,-35417037307.80469,128745316957.57812,0.0008119697681392881,0.0005036626645557281,6.194646587170396e-05,-8.5068350165103e-06,-2.9531269489614773e-06,-8.297681031067031e-07,3.016309820251947e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000263.jpg,pliers,exito,1977780.0,218735175.0,209308590.0,26789585235.0,27135166080.0,23147409525.0,3536185625805.0,3971073512520.0,2968903923675.0,3003388929765.0,2598281458.9073,4984023967.23311,-1348710.3210396173,-1364412005.9937418,44437885788.935455,134058646927.09375,2625089574.6689453,0.0006642479649876106,0.001274160567299105,-3.4479639726371743e-07,-2.4802792511144123e-07,8.078085329175428e-06,2.4369682980293905e-05,4.771986156502648e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000264.jpg,pliers,exito,3241050.0,370211295.0,397603905.0,50211961005.0,54626566395.0,44971748490.0,7549819469625.0,7962694133775.0,6167377816290.0,6258854670600.0,7924306403.689611,5849514121.431546,-444846924.17348856,4002348777.125939,-173963871951.9797,109125996186.74219,128240783699.39844,0.0007543793605031153,0.0005568629602869552,-4.2348607068439987e-05,2.1164138954229325e-07,-9.199087246092855e-06,5.7705059589369166e-06,6.781282484237462e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000265.jpg,pliers,exito,2163165.0,236054520.0,217285755.0,27004625460.0,28066317705.0,23467206810.0,3220995437280.0,4135291648215.0,2694786988050.0,3015562167960.0,1245269880.360721,6240382408.376752,-244014756.25250524,2347267353.9451733,62415358710.2631,35480435268.256836,1858038624.3535156,0.00026612408973801147,0.001333619413942059,-5.2147896543944235e-05,3.4106600954075324e-07,9.069166021324627e-06,5.155429122027494e-06,2.6997939459931087e-07
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000266.jpg,pliers,exito,1028925.0,105031185.0,106376820.0,12387526935.0,11583602970.0,10678347870.0,1641241634775.0,1326072493950.0,1256644449240.0,1135914965460.0,1666094544.3940513,585689775.8289957,-180445007.1598521,36595618941.04439,7381160947.537891,12782149119.990234,-9211466899.535156,0.0015737371728847054,0.0005532229699100451,-0.0001704423175649887,3.407766254903529e-05,6.873301211151353e-06,1.1902675155302197e-05,-8.577673220657077e-06
C:\Users\damba\.cache\kagglehub\datasets\salmaneunus\mechanical-tools-dataset\versions\20\Mechanical Tools Image dataset\Mechanical Tools Image dataset\pliers\000267.jpg,pliers,exito,1550655.0,176242995.0,187647105.0,21800891205.0,26068204515.0,21891700275.0,2862130059495.0,3900217736325.0,2752782514995.0,3064480518555.0,1769618428.9343865,3360744754.523926,564269100.251604,-17956138584.870094,-67712691428.678314,-13642688204.167969,-34922871755.8418,0.0007359516184938155,0.001397671668081498,0.00023466909634654038,-5.996874897549715e-06,-2.261424623979691e-05,-4.556296669240949e-06,-1.1663314581422337e-05
